Product,Y2022,Y2023,Y2024,Y2025
XILICA CAP. 75MG CP PUNJAB INST.GR 2X7’S,0.0,0.0,0.0,396652.8
ZI-AD DISPERSIBLE TAB. 20MG CP (KEN) 10S,0.0,0.0,0.0,2121.09
ZI-AD SYP. CP (KEN) 60ML,0.0,0.0,0.0,10044.28
ZIBES 5MG TAB. CP (GTM) 2'S,0.0,0.0,3208.8599999999997,2467.44
ZIBES 5MG TAB. CP (GTM) 30'S,0.0,0.0,4926.24,1886.94
ZIBES TAB. 10MG CP 1X20'S,962273.44,2365800.2,4950889.81,6801733.28
ZIBES TAB. 2.5MG CP (GTM) 1X2'S,0.0,0.0,383.5,1615.9
ZIBES TAB. 2.5MG CP (GTM) 2X14'S,0.0,0.0,2159.52,3465.4399999999996
ZIBES TAB. 2.5MG CP 2X7'S,2085019.2,5154795.7,8839741.62,13120523.3
ZIBES TAB. 5MG CP 2X10'S,7325606.33,21399411.18,35246547.27,54951758.42
ZIBES TAB. 5MG CP FIC 100X10'S,0.0,0.0,12712068.75,7313972.7466
ZIBES TAB. 5MG CP INST. 100X10'S,0.0,0.0,0.0,805745.2
ZIBES TAB. 5MG INST. CPEIC 100X10'S,0.0,0.0,0.0,1466924.4
ZIBES TAB. 5MG INST. PIC 2X10'S,0.0,0.0,0.0,2503431.39
ZIBES TAB. 5MG INST. RIC 2X10'S,0.0,0.0,0.0,1972848.0
ZIBES TAB. 5MG PUNJAB INST.GR CP 20'S,0.0,0.0,15661000.0,0.0
ZIBES TAB.5MG CP PIC INST.GREEN 100X10'S,0.0,2871290.0,6704462.149999999,0.0
ZIBES TAB.5MG CP RIC INST.GREEN 100X10'S,0.0,1727371.0,2011884.0000000005,0.0
ZILERO TAB. 2.5MG CP (SLK) 30’S,0.0,0.0,13260.0,-13178.23
ZILERO TAB. 2.5MG CP 3X10’S,2548065.38,5620472.83,4565659.49,11535854.7
ZILERO TAB. 2.5MG PS (SLK) 4’S,0.0,0.0,0.0,0.0
ZILERO TAB. 5MG CP (SLK) 30’S,0.0,0.0,9638.32,12731.5
ZILERO TAB. 5MG CP 3X10’S,1657191.79,4176708.88,4008881.74,7598368.66
ZILERO TAB. 5MG PS (SLK) 4’S,0.0,0.0,0.0,0.0
ZILFOM TAB. 400MG CP (IQ) 1X5'S,0.0,0.0,2056.6,0.0
ZILFOM TAB. 400MG CP 1X5'S,4176604.9,10919711.73,18373190.15,20139237.57
ZOLTAR CAP. 20MG CP 2X7'S,14348913.49,29767446.84,27657327.54,29399684.62
ZOLTAR CAP. 40MG CP 2X7'S,11454943.62,23788842.509999998,21024728.07,25545027.45
ZOLTAR INJ. 40MG CP 1X1'S,39641802.83,94458852.82,89692392.53,87981933.31
