Product,FY,PeriodNumber,Yr,Mo,AllocatedAmount,SpentAmount
Fasteso,2022-2023,4,2022,10,457683.0,15000.0
FEMOVA,2022-2023,4,2022,10,1570405.28,161400.0
Ferfer,2022-2023,4,2022,10,1435006.0,158712.0
Ferfer Gro,2022-2023,4,2022,10,226920.0,369000.0
Ferfer SF,2022-2023,4,2022,10,0.0,0.0
ForFlu,2022-2023,4,2022,10,0.0,0.0
FORMIS,2022-2023,4,2022,10,0.0,0.0
Galvecta,2022-2023,4,2022,10,683220.0,10000.0
Galvecta Plus 500,2022-2023,4,2022,10,280591.0,0.0
Gouric,2022-2023,4,2022,10,2752670.78,1929641.0
Gouric 80,2022-2023,4,2022,10,2202256.0,325000.0
Hifazat,2022-2023,4,2022,10,0.0,0.0
Histalis,2022-2023,4,2022,10,0.0,0.0
Ibandro,2022-2023,4,2022,10,195599.0,0.0
Innogen,2022-2023,4,2022,10,0.0,0.0
Inosita,2022-2023,4,2022,10,863731.03,369233.0
Inosita Plus,2022-2023,4,2022,10,4642644.5,1732328.0
Inosita Plus 50/850,2022-2023,4,2022,10,1600857.0,204819.0
INOSITA PLUS XR,2022-2023,4,2022,10,2334221.0,723832.0
Institutional Ad Pro,2022-2023,4,2022,10,4120000.0,172280.0
IRT,2022-2023,4,2022,10,0.0,0.0
IVADIN,2022-2023,4,2022,10,466463.0,0.0
K1000,2022-2023,4,2022,10,1155161.0,335580.0
Kalsob,2022-2023,4,2022,10,1503249.0,160956.0
Kalsob Plus,2022-2023,4,2022,10,0.0,0.0
Klevra,2022-2023,4,2022,10,671446.0,165868.0
Klevra Sol,2022-2023,4,2022,10,57205.0,0.0
Lacteus,2022-2023,4,2022,10,635000.0,0.0
Lacteus Digest,2022-2023,4,2022,10,0.0,0.0
Lacteus Mama,2022-2023,4,2022,10,0.0,0.0
Lowplat,2022-2023,4,2022,10,6072635.0,674148.0
Lowplat Plus,2022-2023,4,2022,10,7349377.0,2260473.0
Memura XR,2022-2023,4,2022,10,0.0,0.0
MFIT,2022-2023,4,2022,10,119757.0,0.0
MilkSip,2022-2023,4,2022,10,0.0,0.0
MOBILE BGM,2022-2023,4,2022,10,0.0,0.0
Myopro,2022-2023,4,2022,10,0.0,0.0
Neo-Q 100,2022-2023,4,2022,10,273433.0,15000.0
Nise,2022-2023,4,2022,10,3766137.0,2423245.0
OMRON (CLAIMABLE),2022-2023,4,2022,10,2575535.93,232350.0
Onita,2022-2023,4,2022,10,863825.0,298700.0
Opt-D,2022-2023,4,2022,10,2210207.0,364363.0
OPT-D Drops,2022-2023,4,2022,10,0.0,0.0
OPT-D INJ,2022-2023,4,2022,10,470942.0,30000.0
Orslim,2022-2023,4,2022,10,4358401.0,238936.0
Owad,2022-2023,4,2022,10,0.0,0.0
Oxivort,2022-2023,4,2022,10,511963.0,110250.0
PAIN GEAR,2022-2023,4,2022,10,0.0,0.0
PARIDOPA,2022-2023,4,2022,10,515701.0,0.0
Paridopa Ext,2022-2023,4,2022,10,173669.0,25300.0
Phytus,2022-2023,4,2022,10,1209298.46,24000.0
POM,2022-2023,4,2022,10,0.0,0.0
Ramipace,2022-2023,4,2022,10,2029024.13,795843.0
Redexa,2022-2023,4,2022,10,1345679.0,80000.0
REKLAIM,2022-2023,4,2022,10,28659.0,35000.0
Retzole,2022-2023,4,2022,10,684374.0,40922.0
Revolic,2022-2023,4,2022,10,10617.08,0.0
Rituxim,2022-2023,4,2022,10,322624.22,10000.0
Rixabac,2022-2023,4,2022,10,0.0,0.0
SACVIN,2022-2023,4,2022,10,2416087.0,370631.0
Setspin,2022-2023,4,2022,10,0.0,0.0
SheVit,2022-2023,4,2022,10,1174953.0,81950.0
SPARLIV,2022-2023,4,2022,10,0.0,0.0
Spedicam,2022-2023,4,2022,10,166199.0,0.0
Supercran,2022-2023,4,2022,10,273658.02,0.0
Tansin Family,2022-2023,4,2022,10,941647.0,399522.0
Telsarta,2022-2023,4,2022,10,1459587.0,167000.0
Telsarta-A,2022-2023,4,2022,10,3601545.0,244833.0
Tenova,2022-2023,4,2022,10,0.0,0.0
THEDEX,2022-2023,4,2022,10,0.0,0.0
Thewril,2022-2023,4,2022,10,371731.0,40000.0
Tiocap,2022-2023,4,2022,10,0.0,0.0
Traszeptin,2022-2023,4,2022,10,262530.17,10000.0
Treatan,2022-2023,4,2022,10,1255583.08,30000.0
Treow,2022-2023,4,2022,10,0.0,0.0
UFI,2022-2023,4,2022,10,911398.0,83000.0
Uritreat,2022-2023,4,2022,10,590147.0,469908.0
Vible,2022-2023,4,2022,10,0.0,50000.0
Voxamine,2022-2023,4,2022,10,256722.0,10000.0
Xcept B,2022-2023,4,2022,10,2568819.0,260000.0
Xcept C,2022-2023,4,2022,10,1255344.0,75000.0
Xilica,2022-2023,4,2022,10,358814.19,390000.0
XILICA EL,2022-2023,4,2022,10,528401.0,0.0
Xplended 20,2022-2023,4,2022,10,6631350.0,2094591.0
Xplended 5,2022-2023,4,2022,10,1066444.0,85000.0
Xplended 5-10,2022-2023,4,2022,10,6404179.0,1907812.0
Xplended EZ,2022-2023,4,2022,10,984904.78,1338542.0
Zibes,2022-2023,4,2022,10,693536.0,25000.0
ZILERO,2022-2023,4,2022,10,234957.0,0.0
Zilfom,2022-2023,4,2022,10,0.0,0.0
Zoltar,2022-2023,4,2022,10,684150.2,413741.0
Zoltar Iv Injection,2022-2023,4,2022,10,74000.0,0.0
Actiflor,2022-2023,5,2022,11,392108.0,149627.0
ACTNISE,2022-2023,5,2022,11,884710.28,13079.0
AD-D,2022-2023,5,2022,11,534600.0,25000.0
Adfolic,2022-2023,5,2022,11,1256755.0,160211.0
Adfolic OD,2022-2023,5,2022,11,1568789.0,835361.0
AGOVIZ,2022-2023,5,2022,11,120209.0,30.0
AirCare,2022-2023,5,2022,11,0.0,0.0
Aireez,2022-2023,5,2022,11,35100.0,31500.0
Anex M,2022-2023,5,2022,11,662982.0,105500.0
ANPLAG,2022-2023,5,2022,11,1105815.0,418369.0
Arbi,2022-2023,5,2022,11,1632608.0,251714.0
Avsar,2022-2023,5,2022,11,8677926.0,2834314.0
Avsar Plus,2022-2023,5,2022,11,3112803.0,1791615.0
Axifer,2022-2023,5,2022,11,335180.0,0.0
Azliv,2022-2023,5,2022,11,427110.0,44500.0
Azobact,2022-2023,5,2022,11,0.0,0.0
Bevec,2022-2023,5,2022,11,82151.6,0.0
Busonide,2022-2023,5,2022,11,0.0,0.0
BYVAS,2022-2023,5,2022,11,741522.0,139100.0
Clearlax,2022-2023,5,2022,11,0.0,0.0
Corporate Account Ad Pro,2022-2023,5,2022,11,5866000.0,569571.0
Dapwiz,2022-2023,5,2022,11,797233.0,0.0
Dipof,2022-2023,5,2022,11,441653.0,271739.0
Duzalta,2022-2023,5,2022,11,1431599.49,191448.0
Eglaro Family,2022-2023,5,2022,11,1135080.0,1135003.0
Eglaro S,2022-2023,5,2022,11,0.0,0.0
ERLI,2022-2023,5,2022,11,656698.59,430000.0
Erli Plus,2022-2023,5,2022,11,0.0,80000.0
Erli Plus XR,2022-2023,5,2022,11,1158805.19,615000.0
Erlina,2022-2023,5,2022,11,0.0,0.0
Esmart,2022-2023,5,2022,11,0.0,0.0
Estar,2022-2023,5,2022,11,3985962.0,3322959.0
Evocheck BGM,2022-2023,5,2022,11,5597162.65,284911.0
Evocheck BPM,2022-2023,5,2022,11,551511.15,408788.0
Evocheck GO,2022-2023,5,2022,11,1215000.0,146776.0
Evofix,2022-2023,5,2022,11,536686.0,213518.0
EvoJoshanda,2022-2023,5,2022,11,723445.0,30210.0
Evokalm,2022-2023,5,2022,11,557313.0,50250.0
EvoPravir,2022-2023,5,2022,11,0.0,0.0
Evopride,2022-2023,5,2022,11,1557226.0,201095.0
Evopride Plus,2022-2023,5,2022,11,1551655.0,329970.0
Fasteso,2022-2023,5,2022,11,454183.0,0.0
FEMOVA,2022-2023,5,2022,11,1403706.04,110261.0
Ferfer,2022-2023,5,2022,11,1945506.0,521124.0
Ferfer Gro,2022-2023,5,2022,11,226920.0,405210.0
Ferfer SF,2022-2023,5,2022,11,0.0,0.0
ForFlu,2022-2023,5,2022,11,0.0,0.0
FORMIS,2022-2023,5,2022,11,0.0,0.0
Galvecta,2022-2023,5,2022,11,733824.0,0.0
Galvecta Plus 500,2022-2023,5,2022,11,282103.0,0.0
Gouric,2022-2023,5,2022,11,2384202.28,1025476.0
Gouric 80,2022-2023,5,2022,11,1442609.0,0.0
Hifazat,2022-2023,5,2022,11,0.0,0.0
Histalis,2022-2023,5,2022,11,431522.26,178554.0
Ibandro,2022-2023,5,2022,11,195599.0,0.0
Innogen,2022-2023,5,2022,11,0.0,0.0
Inosita,2022-2023,5,2022,11,825322.97,233824.0
Inosita Plus,2022-2023,5,2022,11,4365575.27,826856.0
Inosita Plus 50/850,2022-2023,5,2022,11,1259373.0,141660.0
INOSITA PLUS XR,2022-2023,5,2022,11,2334221.0,347905.0
Institutional Ad Pro,2022-2023,5,2022,11,3405000.0,9060.0
IRT,2022-2023,5,2022,11,0.0,0.0
IVADIN,2022-2023,5,2022,11,179915.0,55000.0
K1000,2022-2023,5,2022,11,1171219.0,443256.0
Kalsob,2022-2023,5,2022,11,1601206.0,386944.0
Kalsob Plus,2022-2023,5,2022,11,0.0,0.0
Klevra,2022-2023,5,2022,11,646163.0,72700.0
Klevra Sol,2022-2023,5,2022,11,104622.0,0.0
Lacteus,2022-2023,5,2022,11,235000.0,0.0
Lacteus Digest,2022-2023,5,2022,11,0.0,0.0
Lacteus Mama,2022-2023,5,2022,11,0.0,0.0
Lowplat,2022-2023,5,2022,11,5588474.0,2099400.0
Lowplat Plus,2022-2023,5,2022,11,9324038.0,3677696.0
Memura XR,2022-2023,5,2022,11,0.0,0.0
MFIT,2022-2023,5,2022,11,143977.0,0.0
MilkSip,2022-2023,5,2022,11,0.0,0.0
MOBILE BGM,2022-2023,5,2022,11,0.0,0.0
Myopro,2022-2023,5,2022,11,0.0,0.0
Neo-Q 100,2022-2023,5,2022,11,272581.0,36625.0
Nise,2022-2023,5,2022,11,3766137.0,1682700.0
OMRON (CLAIMABLE),2022-2023,5,2022,11,2216975.92,514118.0
Onita,2022-2023,5,2022,11,958892.0,110000.0
Opt-D,2022-2023,5,2022,11,2655639.0,853281.0
OPT-D Drops,2022-2023,5,2022,11,0.0,0.0
OPT-D INJ,2022-2023,5,2022,11,418067.0,0.0
Orslim,2022-2023,5,2022,11,3500695.0,272013.0
Owad,2022-2023,5,2022,11,0.0,0.0
Oxivort,2022-2023,5,2022,11,668154.0,165139.0
PAIN GEAR,2022-2023,5,2022,11,0.0,0.0
PARIDOPA,2022-2023,5,2022,11,315652.0,200000.0
Paridopa Ext,2022-2023,5,2022,11,169200.0,348120.0
Phytus,2022-2023,5,2022,11,1338924.26,286677.0
POM,2022-2023,5,2022,11,0.0,0.0
Ramipace,2022-2023,5,2022,11,1944508.84,284375.0
Redexa,2022-2023,5,2022,11,1332979.0,490846.0
REKLAIM,2022-2023,5,2022,11,67890.0,5000.0
Retzole,2022-2023,5,2022,11,691349.0,46821.0
Revolic,2022-2023,5,2022,11,91617.08,15000.0
Rituxim,2022-2023,5,2022,11,322624.22,30000.0
Rixabac,2022-2023,5,2022,11,0.0,0.0
SACVIN,2022-2023,5,2022,11,2416087.0,435491.0
Setspin,2022-2023,5,2022,11,0.0,0.0
SheVit,2022-2023,5,2022,11,1190599.0,293980.0
SPARLIV,2022-2023,5,2022,11,278600.0,1563000.0
Spedicam,2022-2023,5,2022,11,134202.0,0.0
Supercran,2022-2023,5,2022,11,254965.68,0.0
Tansin Family,2022-2023,5,2022,11,411121.0,13840.0
Telsarta,2022-2023,5,2022,11,1261624.0,136027.0
Telsarta-A,2022-2023,5,2022,11,1491435.0,158092.0
Tenova,2022-2023,5,2022,11,0.0,0.0
THEDEX,2022-2023,5,2022,11,0.0,0.0
Thewril,2022-2023,5,2022,11,371731.0,28800.0
Tiocap,2022-2023,5,2022,11,0.0,0.0
Traszeptin,2022-2023,5,2022,11,262530.17,30000.0
Treatan,2022-2023,5,2022,11,1193158.4,0.0
Treow,2022-2023,5,2022,11,0.0,0.0
UFI,2022-2023,5,2022,11,885312.0,348180.0
Uritreat,2022-2023,5,2022,11,409165.0,157400.0
Vible,2022-2023,5,2022,11,0.0,214600.0
Voxamine,2022-2023,5,2022,11,354606.0,10000.0
Xcept B,2022-2023,5,2022,11,2587781.0,740100.0
Xcept C,2022-2023,5,2022,11,1117096.0,282000.0
Xilica,2022-2023,5,2022,11,375981.65,116928.0
XILICA EL,2022-2023,5,2022,11,431858.0,65000.0
Xplended 20,2022-2023,5,2022,11,6291341.0,4346684.0
Xplended 5,2022-2023,5,2022,11,1360564.0,240000.0
Xplended 5-10,2022-2023,5,2022,11,4947976.0,2812823.0
Xplended EZ,2022-2023,5,2022,11,984904.78,5414941.0
Zibes,2022-2023,5,2022,11,462877.0,0.0
ZILERO,2022-2023,5,2022,11,297883.0,0.0
Zilfom,2022-2023,5,2022,11,0.0,23000.0
Zoltar,2022-2023,5,2022,11,251843.25,47500.0
Zoltar Iv Injection,2022-2023,5,2022,11,74000.0,0.0
Actiflor,2022-2023,6,2022,12,392108.0,0.0
ACTNISE,2022-2023,6,2022,12,833296.5,21693.0
AD-D,2022-2023,6,2022,12,284600.0,274200.0
Adfolic,2022-2023,6,2022,12,736909.0,35000.0
Adfolic OD,2022-2023,6,2022,12,1576176.0,301587.0
AGOVIZ,2022-2023,6,2022,12,91602.0,0.0
AirCare,2022-2023,6,2022,12,0.0,0.0
Aireez,2022-2023,6,2022,12,35100.0,0.0
Anex M,2022-2023,6,2022,12,662982.0,41000.0
ANPLAG,2022-2023,6,2022,12,1144939.0,200155.0
Arbi,2022-2023,6,2022,12,1632608.0,199813.0
Avsar,2022-2023,6,2022,12,8156058.0,3391667.0
Avsar Plus,2022-2023,6,2022,12,3135336.0,318680.0
Axifer,2022-2023,6,2022,12,83885.0,0.0
Azliv,2022-2023,6,2022,12,404337.0,12640.0
Azobact,2022-2023,6,2022,12,0.0,0.0
Bevec,2022-2023,6,2022,12,82151.6,0.0
Busonide,2022-2023,6,2022,12,0.0,445100.0
BYVAS,2022-2023,6,2022,12,741522.0,40000.0
Clearlax,2022-2023,6,2022,12,0.0,0.0
Corporate Account Ad Pro,2022-2023,6,2022,12,3551600.0,578556.0
Dapwiz,2022-2023,6,2022,12,797233.0,56667.0
Dipof,2022-2023,6,2022,12,441653.0,0.0
Duzalta,2022-2023,6,2022,12,1526262.59,248387.0
Eglaro Family,2022-2023,6,2022,12,1074050.0,80000.0
Eglaro S,2022-2023,6,2022,12,0.0,0.0
ERLI,2022-2023,6,2022,12,446846.77,90000.0
Erli Plus,2022-2023,6,2022,12,0.0,0.0
Erli Plus XR,2022-2023,6,2022,12,1158805.19,0.0
Erlina,2022-2023,6,2022,12,0.0,0.0
Esmart,2022-2023,6,2022,12,0.0,0.0
Estar,2022-2023,6,2022,12,4019149.0,1629219.0
Evocheck BGM,2022-2023,6,2022,12,5510729.65,350516.0
Evocheck BPM,2022-2023,6,2022,12,561596.08,113890.0
Evocheck GO,2022-2023,6,2022,12,1160000.0,135783.0
Evofix,2022-2023,6,2022,12,434326.0,0.0
EvoJoshanda,2022-2023,6,2022,12,763041.0,259982.0
Evokalm,2022-2023,6,2022,12,538044.0,357100.0
EvoPravir,2022-2023,6,2022,12,0.0,0.0
Evopride,2022-2023,6,2022,12,1557226.0,324288.0
Evopride Plus,2022-2023,6,2022,12,2269314.0,417838.0
Fasteso,2022-2023,6,2022,12,161642.0,0.0
FEMOVA,2022-2023,6,2022,12,1102378.27,294720.0
Ferfer,2022-2023,6,2022,12,1280006.0,265908.0
Ferfer Gro,2022-2023,6,2022,12,226920.0,54000.0
Ferfer SF,2022-2023,6,2022,12,0.0,0.0
ForFlu,2022-2023,6,2022,12,0.0,0.0
FORMIS,2022-2023,6,2022,12,0.0,0.0
Galvecta,2022-2023,6,2022,12,651817.0,310000.0
Galvecta Plus 500,2022-2023,6,2022,12,282103.0,0.0
Gouric,2022-2023,6,2022,12,3698853.72,475022.0
Gouric 80,2022-2023,6,2022,12,1439389.0,376439.0
Hifazat,2022-2023,6,2022,12,0.0,0.0
Histalis,2022-2023,6,2022,12,431522.26,431946.0
Ibandro,2022-2023,6,2022,12,195599.0,0.0
Innogen,2022-2023,6,2022,12,0.0,0.0
Inosita,2022-2023,6,2022,12,547934.48,7500.0
Inosita Plus,2022-2023,6,2022,12,4251261.8,739423.0
Inosita Plus 50/850,2022-2023,6,2022,12,1609859.0,7500.0
INOSITA PLUS XR,2022-2023,6,2022,12,2334221.0,117500.0
Institutional Ad Pro,2022-2023,6,2022,12,4070000.0,290000.0
IRT,2022-2023,6,2022,12,0.0,0.0
IVADIN,2022-2023,6,2022,12,179915.0,0.0
K1000,2022-2023,6,2022,12,1187278.0,20126.0
Kalsob,2022-2023,6,2022,12,2061602.0,200500.0
Kalsob Plus,2022-2023,6,2022,12,0.0,0.0
Klevra,2022-2023,6,2022,12,257220.0,0.0
Klevra Sol,2022-2023,6,2022,12,57409.0,0.0
Lacteus,2022-2023,6,2022,12,235000.0,0.0
Lacteus Digest,2022-2023,6,2022,12,0.0,0.0
Lacteus Mama,2022-2023,6,2022,12,0.0,0.0
Lowplat,2022-2023,6,2022,12,5293808.0,1874996.0
Lowplat Plus,2022-2023,6,2022,12,8093105.0,1848098.0
Memura XR,2022-2023,6,2022,12,0.0,0.0
MFIT,2022-2023,6,2022,12,95536.0,0.0
MilkSip,2022-2023,6,2022,12,0.0,0.0
MOBILE BGM,2022-2023,6,2022,12,0.0,0.0
Myopro,2022-2023,6,2022,12,0.0,0.0
Neo-Q 100,2022-2023,6,2022,12,274197.0,0.0
Nise,2022-2023,6,2022,12,3814715.0,1048546.0
OMRON (CLAIMABLE),2022-2023,6,2022,12,2232794.43,369719.0
Onita,2022-2023,6,2022,12,782883.0,560093.0
Opt-D,2022-2023,6,2022,12,3270755.0,1287906.0
OPT-D Drops,2022-2023,6,2022,12,0.0,0.0
OPT-D INJ,2022-2023,6,2022,12,291226.0,15000.0
Orslim,2022-2023,6,2022,12,3257923.0,244673.0
Owad,2022-2023,6,2022,12,0.0,0.0
Oxivort,2022-2023,6,2022,12,511963.0,0.0
PAIN GEAR,2022-2023,6,2022,12,0.0,0.0
PARIDOPA,2022-2023,6,2022,12,328635.0,27520.0
Paridopa Ext,2022-2023,6,2022,12,539022.0,298304.0
Phytus,2022-2023,6,2022,12,1390955.27,0.0
POM,2022-2023,6,2022,12,0.0,0.0
Ramipace,2022-2023,6,2022,12,2006684.98,260485.0
Redexa,2022-2023,6,2022,12,1815490.0,708507.0
REKLAIM,2022-2023,6,2022,12,28963.0,0.0
Retzole,2022-2023,6,2022,12,754321.0,305803.0
Revolic,2022-2023,6,2022,12,30066.15,54208.0
Rituxim,2022-2023,6,2022,12,322624.22,20000.0
Rixabac,2022-2023,6,2022,12,0.0,0.0
SACVIN,2022-2023,6,2022,12,2416087.0,159582.0
Setspin,2022-2023,6,2022,12,0.0,0.0
SheVit,2022-2023,6,2022,12,1126074.0,8200.0
SPARLIV,2022-2023,6,2022,12,970600.0,1376800.0
Spedicam,2022-2023,6,2022,12,92465.0,0.0
Supercran,2022-2023,6,2022,12,258954.38,0.0
Tansin Family,2022-2023,6,2022,12,946213.0,147680.0
Telsarta,2022-2023,6,2022,12,1261624.0,20000.0
Telsarta-A,2022-2023,6,2022,12,1491435.0,303260.0
Tenova,2022-2023,6,2022,12,0.0,0.0
THEDEX,2022-2023,6,2022,12,0.0,0.0
Thewril,2022-2023,6,2022,12,371731.0,20500.0
Tiocap,2022-2023,6,2022,12,0.0,330000.0
Traszeptin,2022-2023,6,2022,12,262530.17,20000.0
Treatan,2022-2023,6,2022,12,1211059.58,66888.0
Treow,2022-2023,6,2022,12,0.0,0.0
UFI,2022-2023,6,2022,12,620196.0,232652.0
Uritreat,2022-2023,6,2022,12,586925.0,721344.0
Vible,2022-2023,6,2022,12,3000000.0,1210988.0
Voxamine,2022-2023,6,2022,12,257207.0,91900.0
Xcept B,2022-2023,6,2022,12,2212594.0,151666.0
Xcept C,2022-2023,6,2022,12,1394103.0,222500.0
Xilica,2022-2023,6,2022,12,375882.99,0.0
XILICA EL,2022-2023,6,2022,12,556197.0,155696.0
Xplended 20,2022-2023,6,2022,12,5125591.0,2839151.0
Xplended 5,2022-2023,6,2022,12,677812.0,239084.0
Xplended 5-10,2022-2023,6,2022,12,6866885.0,1314370.0
Xplended EZ,2022-2023,6,2022,12,984904.78,2121299.0
Zibes,2022-2023,6,2022,12,442206.0,12680.0
ZILERO,2022-2023,6,2022,12,240810.0,12680.0
Zilfom,2022-2023,6,2022,12,630938.08,108550.0
Zoltar,2022-2023,6,2022,12,263843.25,75360.0
Zoltar Iv Injection,2022-2023,6,2022,12,74000.0,0.0
Actiflor,2022-2023,7,2023,1,392108.0,200000.0
ACTNISE,2022-2023,7,2023,1,840966.74,0.0
AD-D,2022-2023,7,2023,1,284600.0,35000.0
Adfolic,2022-2023,7,2023,1,1112147.0,233482.0
Adfolic OD,2022-2023,7,2023,1,1983563.0,104070.0
AGOVIZ,2022-2023,7,2023,1,236267.0,56250.0
AirCare,2022-2023,7,2023,1,624400.0,0.0
Aireez,2022-2023,7,2023,1,35100.0,8500.0
Anex M,2022-2023,7,2023,1,618982.0,0.0
ANPLAG,2022-2023,7,2023,1,916728.0,570600.0
Arbi,2022-2023,7,2023,1,1039745.0,68877.0
Avsar,2022-2023,7,2023,1,8309165.0,1749301.0
Avsar Plus,2022-2023,7,2023,1,3136277.0,544738.0
Axifer,2022-2023,7,2023,1,83885.0,0.0
Azliv,2022-2023,7,2023,1,411722.0,0.0
Azobact,2022-2023,7,2023,1,0.0,0.0
Bevec,2022-2023,7,2023,1,82151.6,0.0
Busonide,2022-2023,7,2023,1,769015.38,1014230.0
BYVAS,2022-2023,7,2023,1,698400.0,75000.0
Clearlax,2022-2023,7,2023,1,0.0,0.0
Corporate Account Ad Pro,2022-2023,7,2023,1,5101000.0,566672.0
Dapwiz,2022-2023,7,2023,1,797233.0,0.0
Dipof,2022-2023,7,2023,1,532335.0,38889.0
Duzalta,2022-2023,7,2023,1,1616320.06,971996.0
Eglaro Family,2022-2023,7,2023,1,1183155.0,76000.0
Eglaro S,2022-2023,7,2023,1,0.0,0.0
ERLI,2022-2023,7,2023,1,392659.68,137555.0
Erli Plus,2022-2023,7,2023,1,0.0,0.0
Erli Plus XR,2022-2023,7,2023,1,1016643.7,160667.0
Erlina,2022-2023,7,2023,1,0.0,0.0
Esmart,2022-2023,7,2023,1,0.0,0.0
Estar,2022-2023,7,2023,1,5157437.0,881004.0
Evocheck BGM,2022-2023,7,2023,1,6211175.9,336504.0
Evocheck BPM,2022-2023,7,2023,1,865401.11,113350.0
Evocheck GO,2022-2023,7,2023,1,1160000.0,102954.0
Evofix,2022-2023,7,2023,1,293311.0,20000.0
EvoJoshanda,2022-2023,7,2023,1,646669.0,74472.0
Evokalm,2022-2023,7,2023,1,584917.0,134583.0
EvoPravir,2022-2023,7,2023,1,0.0,0.0
Evopride,2022-2023,7,2023,1,1359576.0,1112038.0
Evopride Plus,2022-2023,7,2023,1,2404932.0,284119.0
Fasteso,2022-2023,7,2023,1,158142.0,53000.0
FEMOVA,2022-2023,7,2023,1,879270.48,133000.0
Ferfer,2022-2023,7,2023,1,536861.0,160000.0
Ferfer Gro,2022-2023,7,2023,1,226920.0,0.0
Ferfer SF,2022-2023,7,2023,1,0.0,0.0
ForFlu,2022-2023,7,2023,1,0.0,0.0
FORMIS,2022-2023,7,2023,1,0.0,0.0
Galvecta,2022-2023,7,2023,1,652822.0,171000.0
Galvecta Plus 500,2022-2023,7,2023,1,233219.0,25000.0
Gouric,2022-2023,7,2023,1,5439375.79,318858.0
Gouric 80,2022-2023,7,2023,1,1714954.0,113550.0
Hifazat,2022-2023,7,2023,1,0.0,0.0
Histalis,2022-2023,7,2023,1,431522.26,533073.0
Ibandro,2022-2023,7,2023,1,195599.0,0.0
Innogen,2022-2023,7,2023,1,0.0,0.0
Inosita,2022-2023,7,2023,1,2075770.95,7500.0
Inosita Plus,2022-2023,7,2023,1,5868489.91,1053788.0
Inosita Plus 50/850,2022-2023,7,2023,1,1896028.0,7500.0
INOSITA PLUS XR,2022-2023,7,2023,1,2235553.0,57500.0
Institutional Ad Pro,2022-2023,7,2023,1,5756819.0,70000.0
IRT,2022-2023,7,2023,1,0.0,0.0
IVADIN,2022-2023,7,2023,1,444734.0,0.0
K1000,2022-2023,7,2023,1,1423332.0,5585.0
Kalsob,2022-2023,7,2023,1,1571797.0,240805.0
Kalsob Plus,2022-2023,7,2023,1,0.0,0.0
Klevra,2022-2023,7,2023,1,350373.0,171500.0
Klevra Sol,2022-2023,7,2023,1,79151.0,0.0
Lacteus,2022-2023,7,2023,1,235000.0,0.0
Lacteus Digest,2022-2023,7,2023,1,0.0,0.0
Lacteus Mama,2022-2023,7,2023,1,0.0,0.0
Lowplat,2022-2023,7,2023,1,5809643.0,6154901.0
Lowplat Plus,2022-2023,7,2023,1,7088353.0,5304098.0
Memura XR,2022-2023,7,2023,1,0.0,0.0
MFIT,2022-2023,7,2023,1,119757.0,55555.0
MilkSip,2022-2023,7,2023,1,0.0,0.0
MOBILE BGM,2022-2023,7,2023,1,0.0,0.0
Myopro,2022-2023,7,2023,1,0.0,0.0
Neo-Q 100,2022-2023,7,2023,1,525814.0,0.0
Nise,2022-2023,7,2023,1,4349067.0,265155.0
OMRON (CLAIMABLE),2022-2023,7,2023,1,2588718.75,238754.0
Onita,2022-2023,7,2023,1,801898.0,321000.0
Opt-D,2022-2023,7,2023,1,2135970.0,1942373.0
OPT-D Drops,2022-2023,7,2023,1,0.0,0.0
OPT-D INJ,2022-2023,7,2023,1,316163.0,113334.0
Orslim,2022-2023,7,2023,1,4092121.0,399095.0
Owad,2022-2023,7,2023,1,0.0,0.0
Oxivort,2022-2023,7,2023,1,511963.0,37500.0
PAIN GEAR,2022-2023,7,2023,1,0.0,0.0
PARIDOPA,2022-2023,7,2023,1,620336.0,0.0
Paridopa Ext,2022-2023,7,2023,1,576113.0,141111.0
Phytus,2022-2023,7,2023,1,1417220.6,135000.0
POM,2022-2023,7,2023,1,0.0,0.0
Ramipace,2022-2023,7,2023,1,1813023.18,1479523.0
Redexa,2022-2023,7,2023,1,1326279.0,817539.0
REKLAIM,2022-2023,7,2023,1,87599.0,0.0
Retzole,2022-2023,7,2023,1,731715.0,40000.0
Revolic,2022-2023,7,2023,1,322001.33,20000.0
Rituxim,2022-2023,7,2023,1,322624.22,10000.0
Rixabac,2022-2023,7,2023,1,0.0,0.0
SACVIN,2022-2023,7,2023,1,1979401.0,1101970.0
Setspin,2022-2023,7,2023,1,0.0,0.0
SheVit,2022-2023,7,2023,1,1057205.0,0.0
SPARLIV,2022-2023,7,2023,1,658600.0,709750.0
Spedicam,2022-2023,7,2023,1,0.0,0.0
Supercran,2022-2023,7,2023,1,249717.28,0.0
Tansin Family,2022-2023,7,2023,1,985436.0,40326.0
Telsarta,2022-2023,7,2023,1,1297174.0,794825.0
Telsarta-A,2022-2023,7,2023,1,1551781.0,974515.0
Tenova,2022-2023,7,2023,1,0.0,0.0
THEDEX,2022-2023,7,2023,1,0.0,0.0
Thewril,2022-2023,7,2023,1,371731.0,70800.0
Tiocap,2022-2023,7,2023,1,527836.51,480628.0
Traszeptin,2022-2023,7,2023,1,262530.17,10000.0
Treatan,2022-2023,7,2023,1,881493.81,68852.0
Treow,2022-2023,7,2023,1,0.0,0.0
UFI,2022-2023,7,2023,1,817264.0,398000.0
Uritreat,2022-2023,7,2023,1,837434.0,232000.0
