RequestTransferBudgetId,FromProduct,FromProductId,FromGLHead,ToProduct,ToProductId,ToGLHead,Amount,Remarks,StatusId,CreatedDate,Yr,Mo
3874,Lowplat Plus,22.0,Seminars / Symposium / Video Shows - S&D,Lowplat Plus,22.0,Social / Cultural / Educational Program  - S&D,200000.0,,1,2023-11-29 14:15:08.080,2023,11
3873,Lowplat Plus,22.0,Prescription Pads - S&D,Lowplat Plus,22.0,Social / Cultural / Educational Program  - S&D,800000.0,,1,2023-11-29 14:14:37.110,2023,11
3872,Voxamine,38.0,Renovation Wards - S&D,Voxamine,38.0,Seminars / Symposium / Video Shows - S&D,10266.0,,1,2023-11-29 13:41:20.407,2023,11
3871,Voxamine,38.0,Prescription Pads - S&D,Voxamine,38.0,Seminars / Symposium / Video Shows - S&D,40060.0,,1,2023-11-29 13:40:01.583,2023,11
3870,Xcept B,158.0,Others - S&D,Xcept B,158.0,Prescription Pads - S&D,226000.0,budget movement request due to negative balance,1,2023-11-29 12:24:01.250,2023,11
3869,Kalsob,49.0,Social / Cultural / Educational Program  - S&D,Kalsob,49.0,Prescription Pads - S&D,200000.0,,1,2023-11-29 10:23:35.833,2023,11
3868,Evopride Plus,13.0,Prescription Pads - S&D,Evopride Plus,13.0,Social / Cultural / Educational Program  - S&D,100000.0,,1,2023-11-29 09:56:42.343,2023,11
3867,Evopride Plus,13.0,Prescription Pads - S&D,Evopride Plus,13.0,Social / Cultural / Educational Program  - S&D,200000.0,,1,2023-11-29 09:51:03.827,2023,11
3866,Evopride Plus,13.0,Giveaways - S&D,Evopride Plus,13.0,Social / Cultural / Educational Program  - S&D,310000.0,,1,2023-11-29 09:49:53.190,2023,11
3865,Vible,186.0,Giveaways - S&D,Vible,186.0,Social / Cultural / Educational Program  - S&D,50000.0,,1,2023-11-29 01:11:49.227,2023,11
3864,Treatan,37.0,Prescription Pads - S&D,Treatan,37.0,Social / Cultural / Educational Program  - S&D,270000.0,,1,2023-11-29 01:06:09.583,2023,11
3863,Inosita Plus 50/850,64.0,Folders - S&D,Inosita Plus 50/850,64.0,Social / Cultural / Educational Program  - S&D,47000.0,,1,2023-11-29 01:04:27.950,2023,11
3862,Inosita Plus 50/850,64.0,Screening - S&D,Inosita Plus 50/850,64.0,Social / Cultural / Educational Program  - S&D,50000.0,,1,2023-11-29 01:02:15.527,2023,11
3861,Eglaro Family,174.0,DM Marketing Expenses,Eglaro Family,174.0,Social / Cultural / Educational Program  - S&D,700000.0,,1,2023-11-28 19:01:12.933,2023,11
3860,Kalsob,49.0,Social / Cultural / Educational Program  - S&D,Kalsob,49.0,Seminars / Symposium / Video Shows - S&D,100000.0,,1,2023-11-28 18:44:10.667,2023,11
3859,Redexa,153.0,Others - S&D,Redexa,153.0,Social / Cultural / Educational Program  - S&D,80000.0,,1,2023-11-28 18:34:15.863,2023,11
3858,Xcept B,158.0,Seminars / Symposium / Video Shows - S&D,Xcept B,158.0,Prescription Pads - S&D,200000.0,,1,2023-11-28 18:29:47.077,2023,11
3857,Xilica,53.0,Others - S&D,Xilica,53.0,Renovation Wards - S&D,100000.0,,1,2023-11-28 18:19:48.863,2023,11
3856,Redexa,153.0,Social / Cultural / Educational Program  - S&D,Redexa,153.0,Prescription Pads - S&D,100000.0,,1,2023-11-28 18:10:44.097,2023,11
3855,Nise,24.0,Others - S&D,Nise,24.0,Prescription Pads - S&D,200000.0,,1,2023-11-28 18:10:24.030,2023,11
3854,Xilica,53.0,Others - S&D,Xilica,53.0,Renovation Wards - S&D,100000.0,,1,2023-11-28 17:51:08.583,2023,11
3853,PARIDOPA,115.0,Others - S&D,PARIDOPA,115.0,Renovation Wards - S&D,28000.0,,1,2023-11-28 17:49:51.167,2023,11
3852,Paridopa Ext,176.0,Seminars / Symposium / Video Shows - S&D,Paridopa Ext,176.0,Prescription Pads - S&D,150000.0,,1,2023-11-28 17:13:03.827,2023,11
3851,Estar,9.0,Social / Cultural / Educational Program  - S&D,Estar,9.0,Prescription Pads - S&D,50000.0,,1,2023-11-28 17:07:23.000,2023,11
3850,Voxamine,38.0,CSR,Voxamine,38.0,Prescription Pads - S&D,40000.0,,1,2023-11-28 17:05:48.863,2023,11
3849,Estar,9.0,Social / Cultural / Educational Program  - S&D,Estar,9.0,Prescription Pads - S&D,200000.0,,1,2023-11-28 17:05:06.620,2023,11
3848,Voxamine,38.0,Renovation Wards - S&D,Voxamine,38.0,Prescription Pads - S&D,29504.0,,1,2023-11-28 16:46:15.067,2023,11
3847,Xilica,53.0,Others - S&D,Xilica,53.0,Prescription Pads - S&D,195160.0,,1,2023-11-28 16:45:31.723,2023,11
3846,SACVIN,111.0,Social / Cultural / Educational Program  - S&D,SACVIN,111.0,Prescription Pads - S&D,250000.0,Budget transfer for activity relevant GL,1,2023-11-28 16:41:20.730,2023,11
3845,Xplended 5-10,156.0,Social / Cultural / Educational Program  - S&D,Xplended 5-10,156.0,Equipments - S&D,20000.0,Budget transfer for activity relevant GL,1,2023-11-28 16:33:57.350,2023,11
3844,SACVIN,111.0,Social / Cultural / Educational Program  - S&D,SACVIN,111.0,Equipments - S&D,40000.0,Budget transfer for activity relevant GL,1,2023-11-28 16:32:23.120,2023,11
3843,Xplended 20,41.0,Books / Journals / Magazines - S&D,Xplended 20,41.0,Equipments - S&D,425000.0,,1,2023-11-28 16:10:47.020,2023,11
3842,Revolic,108.0,Equipments - S&D,Revolic,108.0,Social / Cultural / Educational Program  - S&D,40000.0,,1,2023-11-28 15:54:52.417,2023,11
3841,Revolic,108.0,Equipments - S&D,Revolic,108.0,Social / Cultural / Educational Program  - S&D,40000.0,,1,2023-11-28 15:51:34.543,2023,11
3840,SACVIN,111.0,Social / Cultural / Educational Program  - S&D,SACVIN,111.0,Prescription Pads - S&D,30000.0,Budget transfer for activity relevant GL,1,2023-11-28 15:33:13.950,2023,11
3839,Zibes,151.0,Equipments - S&D,SACVIN,111.0,Social / Cultural / Educational Program  - S&D,350000.0,Internal Team Budget transfer for activity relevant GL,1,2023-11-28 14:06:44.983,2023,11
3838,Xplended 5-10,156.0,Others - S&D,SACVIN,111.0,Social / Cultural / Educational Program  - S&D,400000.0,Team Internal Budget transfer for activity relevant GL,1,2023-11-28 14:04:57.760,2023,11
3837,SACVIN,111.0,Seminars / Symposium / Video Shows - S&D,SACVIN,111.0,Social / Cultural / Educational Program  - S&D,50000.0,Budget transfer for activity relevant GL,1,2023-11-28 13:57:59.297,2023,11
3836,SACVIN,111.0,Folders - S&D,SACVIN,111.0,Social / Cultural / Educational Program  - S&D,70000.0,Budget transfer for activity relevant GL,1,2023-11-28 13:53:33.040,2023,11
3835,Treatan,37.0,Seminars / Symposium / Video Shows - S&D,Treatan,37.0,Social / Cultural / Educational Program  - S&D,200000.0,,1,2023-11-28 12:41:54.577,2023,11
3834,Treatan,37.0,Folders - S&D,Treatan,37.0,Social / Cultural / Educational Program  - S&D,68000.0,,1,2023-11-28 12:41:33.520,2023,11
3833,Treatan,37.0,Others - S&D,Treatan,37.0,Social / Cultural / Educational Program  - S&D,154000.0,,1,2023-11-28 12:41:14.210,2023,11
3832,Treatan,37.0,Equipments - S&D,Treatan,37.0,Social / Cultural / Educational Program  - S&D,130000.0,,1,2023-11-28 12:40:49.280,2023,11
3831,Treatan,37.0,CSR,Treatan,37.0,Social / Cultural / Educational Program  - S&D,100000.0,,1,2023-11-28 12:40:24.527,2023,11
3830,Vible,186.0,Giveaways - S&D,Vible,186.0,Social / Cultural / Educational Program  - S&D,200000.0,,1,2023-11-28 12:39:34.363,2023,11
3829,Vible,186.0,Others - S&D,Vible,186.0,Social / Cultural / Educational Program  - S&D,221000.0,,1,2023-11-28 12:39:06.193,2023,11
3828,Evopride Plus,13.0,Prescription Pads - S&D,Evopride Plus,13.0,Seminars / Symposium / Video Shows - S&D,100000.0,,1,2023-11-28 12:26:11.317,2023,11
3827,ANPLAG,104.0,Others - S&D,ANPLAG,104.0,Social / Cultural / Educational Program  - S&D,100000.0,,1,2023-11-28 11:56:22.820,2023,11
3826,Telsarta-A,35.0,CSR,Telsarta-A,35.0,Seminars / Symposium / Video Shows - S&D,32000.0,,1,2023-11-28 11:33:28.737,2023,11
3825,FEMOVA,112.0,Equipments - S&D,FEMOVA,112.0,Prescription Pads - S&D,150000.0,,1,2023-11-28 11:33:11.647,2023,11
3824,Telsarta,34.0,Books / Journals / Magazines - S&D,Telsarta,34.0,Seminars / Symposium / Video Shows - S&D,76000.0,,1,2023-11-28 11:32:42.937,2023,11
3823,Telsarta,34.0,CSR,Telsarta,34.0,Seminars / Symposium / Video Shows - S&D,94000.0,,1,2023-11-28 11:32:08.063,2023,11
3822,Vible,186.0,Folders - S&D,Vible,186.0,Others - S&D,100000.0,,1,2023-11-28 10:25:35.770,2023,11
3821,Eglaro Family,174.0,Screening - S&D,Eglaro Family,174.0,Seminars / Symposium / Video Shows - S&D,33000.0,,1,2023-11-28 10:13:46.323,2023,11
3820,Orslim,28.0,Books / Journals / Magazines - S&D,Orslim,28.0,Advertisement In Magazine & Others - S&D,400000.0,,1,2023-11-28 09:59:59.433,2023,11
3819,FEMOVA,112.0,Seminars / Symposium / Video Shows - S&D,FEMOVA,112.0,Renovation Wards - S&D,200000.0,,1,2023-11-28 09:55:58.373,2023,11
3818,FEMOVA,112.0,Seminars / Symposium / Video Shows - S&D,FEMOVA,112.0,Equipments - S&D,200000.0,,1,2023-11-28 09:55:27.193,2023,11
3817,Adfolic,2.0,Renovation Wards - S&D,Adfolic,2.0,Equipments - S&D,200000.0,,1,2023-11-28 09:54:52.303,2023,11
3816,BYVAS,102.0,Seminars / Symposium / Video Shows - S&D,BYVAS,102.0,Renovation Wards - S&D,300000.0,,1,2023-11-27 19:08:32.850,2023,11
3815,BYVAS,102.0,Others - S&D,BYVAS,102.0,Renovation Wards - S&D,100000.0,,1,2023-11-27 19:07:25.087,2023,11
3814,Inosita Plus 50/850,64.0,Seminars / Symposium / Video Shows - S&D,Inosita Plus 50/850,64.0,Screening - S&D,80000.0,,1,2023-11-27 18:22:59.123,2023,11
3813,Evopride Plus,13.0,Giveaways - S&D,Evopride Plus,13.0,Folders - S&D,10000.0,,1,2023-11-27 17:48:40.757,2023,11
3812,Xplended 20,41.0,Screening - S&D,Xplended 20,41.0,Equipments - S&D,200000.0,,1,2023-11-27 17:47:19.353,2023,11
3811,Evopride Plus,13.0,Giveaways - S&D,Evopride Plus,13.0,Folders - S&D,210000.0,,1,2023-11-27 17:47:13.787,2023,11
3810,ANPLAG,104.0,Others - S&D,ANPLAG,104.0,Equipments - S&D,200000.0,,1,2023-11-27 17:46:46.957,2023,11
3809,Xcept C,159.0,Others - S&D,Xcept C,159.0,Folders - S&D,150000.0,Budget transfer for Folder printing relevant GL,1,2023-11-27 17:38:24.657,2023,11
3808,ANPLAG,104.0,Others - S&D,ANPLAG,104.0,Folders - S&D,150000.0,,1,2023-11-27 17:36:56.360,2023,11
3807,IVADIN,113.0,Others - S&D,IVADIN,113.0,Folders - S&D,100000.0,Budget transfer for activity relevant GL,1,2023-11-27 17:35:45.330,2023,11
3806,Xplended 5-10,156.0,Others - S&D,Xplended 5-10,156.0,Seminars / Symposium / Video Shows - S&D,180000.0,,1,2023-11-27 17:19:01.480,2023,11
3805,Xplended 5-10,156.0,Manual / Literatures / Photo Copies - S&D,Xplended 5-10,156.0,Equipments - S&D,80000.0,,1,2023-11-27 16:52:12.653,2023,11
3804,Xplended 5-10,156.0,Manual / Literatures / Photo Copies - S&D,Xplended 5-10,156.0,Advertisement In Magazine & Others - S&D,100000.0,,1,2023-11-27 16:50:40.097,2023,11
3803,Xplended 20,41.0,Books / Journals / Magazines - S&D,Xcept C,159.0,Folders - S&D,100000.0,Budget transfer for Folder printing different GL,1,2023-11-27 15:55:08.620,2023,11
3802,Xplended 20,41.0,Books / Journals / Magazines - S&D,IVADIN,113.0,Giveaways - S&D,100000.0,Budget transfer for Folder printing different GL,1,2023-11-27 15:53:47.287,2023,11
3801,Adfolic,2.0,Equipments - S&D,Adfolic,2.0,Seminars / Symposium / Video Shows - S&D,210000.0,,1,2023-11-27 15:39:31.697,2023,11
3800,Xplended 20,41.0,Folders - S&D,ANPLAG,104.0,Folders - S&D,120000.0,Budget transfer for Folder printing relevant GL,1,2023-11-27 15:35:48.557,2023,11
3799,Xplended 5-10,156.0,Others - S&D,Xplended 5-10,156.0,Equipments - S&D,150000.0,,1,2023-11-27 15:23:52.457,2023,11
3798,Xplended 5-10,156.0,Folders - S&D,Xplended 5-10,156.0,Equipments - S&D,110000.0,,1,2023-11-27 15:23:37.513,2023,11
3797,FEMOVA,112.0,Folders - S&D,FEMOVA,112.0,Others - S&D,30000.0,,1,2023-11-27 12:51:02.623,2023,11
3796,Adfolic,2.0,Equipments - S&D,Adfolic,2.0,Others - S&D,50000.0,,1,2023-11-27 12:49:27.050,2023,11
3795,Evopride Plus,13.0,Equipments - S&D,Evopride Plus,13.0,Screening - S&D,55000.0,,1,2023-11-27 12:10:08.763,2023,11
3794,Evopride Plus,13.0,Equipments - S&D,Evopride Plus,13.0,Renovation Wards - S&D,150000.0,,1,2023-11-27 12:05:17.727,2023,11
3793,Gouric,15.0,DM Marketing Expenses,Eglaro Family,174.0,DM Marketing Expenses,578000.0,,1,2023-11-27 10:55:16.270,2023,11
3792,Telsarta-A,35.0,DM Marketing Expenses,Eglaro Family,174.0,DM Marketing Expenses,102000.0,,1,2023-11-27 10:43:34.400,2023,11
3791,Arbi,3.0,DM Marketing Expenses,Eglaro Family,174.0,DM Marketing Expenses,320000.0,,1,2023-11-27 10:42:46.120,2023,11
3790,Xplended 5,157.0,Others - S&D,Xplended 5,157.0,Screening - S&D,250000.0,Please process,1,2023-11-24 23:29:55.170,2023,11
3789,INOSITA PLUS XR,114.0,Others - S&D,INOSITA PLUS XR,114.0,Folders - S&D,40000.0,,1,2023-11-24 19:20:37.783,2023,11
3788,Xplended 5-10,156.0,Folders - S&D,Xplended 5-10,156.0,Social / Cultural / Educational Program  - S&D,200000.0,,1,2023-11-24 17:00:06.863,2023,11
3787,Xplended 20,41.0,Social / Cultural / Educational Program  - S&D,Xplended 20,41.0,Others - S&D,100000.0,Folders reprint,1,2023-11-24 16:52:42.683,2023,11
3786,Ramipace,29.0,Renovation Wards - S&D,Ramipace,29.0,Folders - S&D,100000.0,,1,2023-11-24 16:06:05.787,2023,11
3785,Treatan,37.0,Renovation Wards - S&D,Treatan,37.0,Seminars / Symposium / Video Shows - S&D,53000.0,,1,2023-11-24 11:39:23.457,2023,11
3784,Treatan,37.0,Books / Journals / Magazines - S&D,Treatan,37.0,Prescription Pads - S&D,136000.0,,1,2023-11-24 11:38:33.277,2023,11
3783,Treatan,37.0,Giveaways - S&D,Treatan,37.0,Equipments - S&D,136000.0,,1,2023-11-24 11:37:43.677,2023,11
3782,Lowplat Plus,22.0,Others - S&D,Lowplat Plus,22.0,Social / Cultural / Educational Program  - S&D,600000.0,,1,2023-11-23 17:29:34.627,2023,11
3781,IVADIN,113.0,Seminars / Symposium / Video Shows - S&D,IVADIN,113.0,Equipments - S&D,170000.0,,1,2023-11-23 17:04:04.083,2023,11
3780,IVADIN,113.0,Screening - S&D,IVADIN,113.0,Equipments - S&D,40000.0,,1,2023-11-23 16:47:24.110,2023,11
3779,IVADIN,113.0,Renovation Wards - S&D,IVADIN,113.0,Equipments - S&D,40000.0,,1,2023-11-23 16:46:31.817,2023,11
3778,Axifer,92.0,Prescription Pads - S&D,Axifer,92.0,Social / Cultural / Educational Program  - S&D,5000.0,,1,2023-11-23 15:57:25.357,2023,11
3777,Kalsob,49.0,Social / Cultural / Educational Program  - S&D,Kalsob,49.0,Prescription Pads - S&D,100000.0,,1,2023-11-23 14:14:58.047,2023,11
3776,Xplended 20,41.0,Others - S&D,Xplended 20,41.0,Equipments - S&D,20000.0,,1,2023-11-23 12:24:23.783,2023,11
3775,Zilfom,183.0,DM Marketing Expenses,Zilfom,183.0,Social / Cultural / Educational Program  - S&D,83683.0,,1,2023-11-23 12:14:53.903,2023,11
3774,Tiocap,180.0,DM Marketing Expenses,Tiocap,180.0,Social / Cultural / Educational Program  - S&D,54101.0,,1,2023-11-23 12:14:34.197,2023,11
3773,Busonide,181.0,DM Marketing Expenses,Busonide,181.0,Social / Cultural / Educational Program  - S&D,136208.0,,1,2023-11-23 12:14:04.327,2023,11
3772,Aireez 5/10,187.0,DM Marketing Expenses,Aireez 5/10,187.0,Social / Cultural / Educational Program  - S&D,57526.0,,1,2023-11-23 12:13:36.683,2023,11
3771,Aireez,61.0,DM Marketing Expenses,Aireez,61.0,Social / Cultural / Educational Program  - S&D,2526359.0,,1,2023-11-23 12:13:00.620,2023,11
3770,Xilica,53.0,Others - S&D,Xilica,53.0,Equipments - S&D,100000.0,budget transfer interna;,1,2023-11-23 10:40:12.207,2023,11
3769,Xilica,53.0,Others - S&D,Xilica,53.0,Equipments - S&D,100000.0,,1,2023-11-23 10:31:29.593,2023,11
3768,Kalsob,49.0,Others - S&D,Kalsob,49.0,Manual / Literatures / Photo Copies - S&D,130000.0,,1,2023-11-22 23:46:24.067,2023,11
3767,Redexa,153.0,Others - S&D,Redexa,153.0,Manual / Literatures / Photo Copies - S&D,85000.0,,1,2023-11-22 23:45:31.913,2023,11
3766,Nise,24.0,Others - S&D,Nise,24.0,Manual / Literatures / Photo Copies - S&D,50000.0,,1,2023-11-22 23:44:33.053,2023,11
3765,Nise,24.0,Others - S&D,Nise,24.0,Social / Cultural / Educational Program  - S&D,1000000.0,,1,2023-11-22 23:31:06.613,2023,11
3764,Gouric,15.0,DM Marketing Expenses,Aireez,61.0,DM Marketing Expenses,386000.0,,1,2023-11-22 16:26:35.213,2023,11
3763,Gouric,15.0,DM Marketing Expenses,Aireez,61.0,DM Marketing Expenses,384000.0,,1,2023-11-22 16:25:18.267,2023,11
3762,Evopride Plus,13.0,DM Marketing Expenses,Aireez,61.0,DM Marketing Expenses,466000.0,,1,2023-11-22 16:23:38.830,2023,11
3761,Treatan,37.0,DM Marketing Expenses,Aireez,61.0,DM Marketing Expenses,546000.0,,1,2023-11-22 16:23:08.737,2023,11
3760,Inosita Plus,142.0,DM Marketing Expenses,Aireez,61.0,DM Marketing Expenses,1102000.0,,1,2023-11-22 16:21:52.563,2023,11
3759,Axifer,92.0,Others - S&D,Axifer,92.0,Social / Cultural / Educational Program  - S&D,12000.0,,1,2023-11-22 14:16:03.253,2023,11
3758,BYVAS,102.0,Others - S&D,BYVAS,102.0,Social / Cultural / Educational Program  - S&D,1000000.0,,1,2023-11-22 12:32:35.930,2023,11
3757,BYVAS,102.0,Renovation Wards - S&D,BYVAS,102.0,Social / Cultural / Educational Program  - S&D,1800000.0,,1,2023-11-22 12:32:03.190,2023,11
3756,Phytus,55.0,Others - S&D,Phytus,55.0,Prescription Pads - S&D,500000.0,,1,2023-11-22 09:39:23.397,2023,11
3755,Evopride,12.0,Others - S&D,Evopride,12.0,Equipments - S&D,500000.0,,1,2023-11-22 09:38:09.417,2023,11
3754,Evopride,12.0,Others - S&D,Evopride,12.0,Prescription Pads - S&D,500000.0,,1,2023-11-22 09:37:03.487,2023,11
3753,Lowplat Plus,22.0,Others - S&D,Lowplat Plus,22.0,Social / Cultural / Educational Program  - S&D,200000.0,,1,2023-11-22 09:13:52.743,2023,11
3752,Lowplat Plus,22.0,Prescription Pads - S&D,Lowplat Plus,22.0,Social / Cultural / Educational Program  - S&D,300000.0,,1,2023-11-21 17:15:37.903,2023,11
3751,Lowplat Plus,22.0,Others - S&D,Lowplat Plus,22.0,Social / Cultural / Educational Program  - S&D,300000.0,,1,2023-11-21 15:31:46.997,2023,11
3750,Lowplat Plus,22.0,Others - S&D,Lowplat Plus,22.0,Screening - S&D,300000.0,,1,2023-11-21 15:10:42.557,2023,11
3749,Xplended 20,41.0,Others - S&D,Xplended 20,41.0,Social / Cultural / Educational Program  - S&D,200000.0,Internal budget transfer,1,2023-11-21 11:08:04.337,2023,11
3748,Xplended 20,41.0,Renovation Wards - S&D,Xplended 20,41.0,Social / Cultural / Educational Program  - S&D,500000.0,Internal budget transfer,1,2023-11-21 11:05:21.903,2023,11
3747,Evopride Plus,13.0,Giveaways - S&D,Evopride Plus,13.0,Renovation Wards - S&D,400000.0,,1,2023-11-21 10:16:16.970,2023,11
3746,FEMOVA,112.0,Others - S&D,FEMOVA,112.0,Seminars / Symposium / Video Shows - S&D,180000.0,,1,2023-11-21 08:36:19.203,2023,11
3745,FEMOVA,112.0,Renovation Wards - S&D,FEMOVA,112.0,Seminars / Symposium / Video Shows - S&D,360000.0,,1,2023-11-21 08:27:34.497,2023,11
3744,FEMOVA,112.0,Renovation Wards - S&D,FEMOVA,112.0,Seminars / Symposium / Video Shows - S&D,360000.0,,1,2023-11-21 08:27:11.413,2023,11
3743,FEMOVA,112.0,Renovation Wards - S&D,FEMOVA,112.0,Seminars / Symposium / Video Shows - S&D,54000.0,,1,2023-11-21 08:24:58.460,2023,11
3742,Axifer,92.0,Others - S&D,Axifer,92.0,Prescription Pads - S&D,30000.0,,1,2023-11-21 05:45:31.370,2023,11
3741,Inosita Plus 50/850,64.0,Renovation Wards - S&D,Inosita Plus 50/850,64.0,Seminars / Symposium / Video Shows - S&D,55000.0,,1,2023-11-21 00:01:11.270,2023,11
3740,Lowplat Plus,22.0,Renovation Wards - S&D,Lowplat Plus,22.0,Social / Cultural / Educational Program  - S&D,200000.0,,1,2023-11-20 17:20:24.593,2023,11
3739,Xcept B,158.0,Giveaways - S&D,Avsar Plus,65.0,Social / Cultural / Educational Program  - S&D,352000.0,budget movement request due to negative balance,1,2023-11-20 01:47:21.750,2023,11
3738,Avsar Plus,65.0,Folders - S&D,Avsar Plus,65.0,Social / Cultural / Educational Program  - S&D,40000.0,budget movement request due to negative balance,1,2023-11-20 01:45:56.777,2023,11
3737,Xcept B,158.0,Renovation Wards - S&D,Xcept B,158.0,Prescription Pads - S&D,200000.0,,1,2023-11-17 18:50:08.187,2023,11
3736,Avsar Plus,65.0,Folders - S&D,Avsar Plus,65.0,Social / Cultural / Educational Program  - S&D,50000.0,budget movement request due to negative balance,1,2023-11-17 18:22:28.553,2023,11
3735,Xilica,53.0,Others - S&D,Xilica,53.0,Prescription Pads - S&D,80000.0,,1,2023-11-17 18:05:32.813,2023,11
3734,Paridopa Ext,176.0,Others - S&D,Paridopa Ext,176.0,Prescription Pads - S&D,50000.0,,1,2023-11-17 18:01:35.393,2023,11
3733,Anex M,171.0,Giveaways - S&D,Anex M,171.0,Prescription Pads - S&D,80000.0,,1,2023-11-17 17:59:14.327,2023,11
3732,PARIDOPA,115.0,Others - S&D,PARIDOPA,115.0,Prescription Pads - S&D,50000.0,,1,2023-11-17 17:58:47.743,2023,11
3731,Xilica,53.0,Renovation Wards - S&D,Xilica,53.0,Equipments - S&D,36000.0,,1,2023-11-17 17:50:08.340,2023,11
3730,SPARLIV,128.0,Screening - S&D,SPARLIV,128.0,Equipments - S&D,36037.0,,1,2023-11-17 17:40:06.427,2023,11
3729,Estar 5,215.0,CSR,Estar 5,215.0,Social / Cultural / Educational Program  - S&D,577595.0,,1,2023-11-17 16:59:29.497,2023,11
3728,Ramipace,29.0,CSR,Estar 5,215.0,CSR,156945.0,,1,2023-11-17 16:47:15.910,2023,11
3727,Dipof,163.0,CSR,Estar 5,215.0,CSR,43300.0,,1,2023-11-17 16:45:53.150,2023,11
3726,Evokalm,11.0,CSR,Estar 5,215.0,CSR,75375.0,,1,2023-11-17 16:45:20.087,2023,11
3725,Oxivort,162.0,CSR,Estar 5,215.0,CSR,23000.0,,1,2023-11-17 16:43:51.977,2023,11
3724,Duzalta,52.0,CSR,Estar 5,215.0,CSR,4745.0,,1,2023-11-17 16:43:35.503,2023,11
3723,Klevra Sol,143.0,CSR,Estar 5,215.0,CSR,26590.0,,1,2023-11-17 16:42:32.797,2023,11
3722,Klevra,20.0,CSR,Estar 5,215.0,CSR,77795.0,,1,2023-11-17 16:42:07.370,2023,11
3721,AGOVIZ,103.0,CSR,Estar 5,215.0,CSR,33181.0,,1,2023-11-17 16:41:46.337,2023,11
3720,Orslim,28.0,Renovation Wards - S&D,Orslim,28.0,Equipments - S&D,300000.0,,1,2023-11-17 16:36:24.503,2023,11
3719,Orslim,28.0,Renovation Wards - S&D,Orslim,28.0,Equipments - S&D,300000.0,,1,2023-11-17 16:36:18.810,2023,11
3718,Opt-D,51.0,Renovation Wards - S&D,Opt-D,51.0,Social / Cultural / Educational Program  - S&D,400000.0,,1,2023-11-17 16:07:24.393,2023,11
3717,Gouric 80,16.0,Renovation Wards - S&D,Gouric 80,16.0,Social / Cultural / Educational Program  - S&D,800000.0,,1,2023-11-17 16:06:04.640,2023,11
3716,Estar,9.0,Social / Cultural / Educational Program  - S&D,Xilica,53.0,Equipments - S&D,36000.0,,1,2023-11-17 12:43:12.307,2023,11
3715,Ferfer,50.0,Manual / Literatures / Photo Copies - S&D,Ferfer,50.0,Others - S&D,2000.0,,1,2023-11-17 11:09:26.810,2023,11
3714,Lowplat Plus,22.0,Others - S&D,Lowplat Plus,22.0,Screening - S&D,300000.0,,1,2023-11-16 19:13:32.247,2023,11
3713,Lowplat Plus,22.0,Others - S&D,Lowplat Plus,22.0,Social / Cultural / Educational Program  - S&D,700000.0,,1,2023-11-16 19:10:50.177,2023,11
3712,Xilica,53.0,Others - S&D,Xilica,53.0,Renovation Wards - S&D,40000.0,,1,2023-11-16 18:32:36.207,2023,11
3711,Estar,9.0,Social / Cultural / Educational Program  - S&D,Estar,9.0,Renovation Wards - S&D,65000.0,,1,2023-11-16 18:32:20.547,2023,11
3710,Voxamine,38.0,Social / Cultural / Educational Program  - S&D,Voxamine,38.0,Renovation Wards - S&D,68758.0,,1,2023-11-16 18:30:06.507,2023,11
3709,Voxamine,38.0,Equipments - S&D,Voxamine,38.0,Renovation Wards - S&D,114718.0,,1,2023-11-16 18:29:33.120,2023,11
3708,Evokalm,11.0,Equipments - S&D,Evokalm,11.0,Renovation Wards - S&D,200000.0,,1,2023-11-16 18:28:13.860,2023,11
3707,Inosita Plus 50/850,64.0,Books / Journals / Magazines - S&D,Inosita Plus 50/850,64.0,Screening - S&D,70000.0,,1,2023-11-16 16:34:12.243,2023,11
3706,Inosita Plus 50/850,64.0,CSR,Inosita Plus 50/850,64.0,Screening - S&D,120000.0,,1,2023-11-16 16:33:49.867,2023,11
3705,Dipof,163.0,Seminars / Symposium / Video Shows - S&D,Dipof,163.0,Equipments - S&D,100000.0,,1,2023-11-16 16:19:28.190,2023,11
3704,Evokalm,11.0,Others - S&D,Evokalm,11.0,Social / Cultural / Educational Program  - S&D,350000.0,,1,2023-11-16 15:42:51.313,2023,11
3703,Xplended 5,157.0,Others - S&D,Xplended 5,157.0,Seminars / Symposium / Video Shows - S&D,200000.0,Please Process,1,2023-11-16 13:57:38.030,2023,11
3702,Xplended 5-10,156.0,Renovation Wards - S&D,Xplended 5-10,156.0,Seminars / Symposium / Video Shows - S&D,185000.0,,1,2023-11-16 12:58:53.333,2023,11
3701,Redexa,153.0,Others - S&D,Redexa,153.0,Screening - S&D,500000.0,,1,2023-11-16 12:43:05.453,2023,11
3700,Redexa,153.0,Others - S&D,Redexa,153.0,Screening - S&D,500000.0,,1,2023-11-16 12:41:47.690,2023,11
3699,Adfolic,2.0,Renovation Wards - S&D,Adfolic,2.0,Seminars / Symposium / Video Shows - S&D,213000.0,,1,2023-11-16 11:52:22.040,2023,11
3698,AD-D,178.0,Others - S&D,AD-D,178.0,Seminars / Symposium / Video Shows - S&D,135000.0,,1,2023-11-16 11:38:29.117,2023,11
3697,Busonide,181.0,Prescription Pads - S&D,Busonide,181.0,Social / Cultural / Educational Program  - S&D,200000.0,,1,2023-11-16 11:15:27.850,2023,11
